Station,year,utm_x,utm_y,startdate,1stofyear,date1,date2,date3,date4,date5
8A9,2018,335422,4683022,6/13/2018,1/1/2018,163,177,191,205,219
8B1,2018,340575,4683144,6/14/2018,1/1/2018,164,178,192,206,220
8B11,2018,341849,4677014,6/12/2018,1/1/2018,162,176,190,204,218
8B2,2018,351513.605,4675325.527,6/14/2018,1/1/2018,164,178,192,206,220
8B3,2018,346536,4678227,6/14/2018,1/1/2018,164,178,192,206,220
8B4,2018,347290,4685295,6/14/2018,1/1/2018,164,178,192,206,220
8B5,2018,342724,4678764,6/14/2018,1/1/2018,164,178,192,206,220
8B6,2018,346897,4681993,6/14/2018,1/1/2018,164,178,192,206,220
8B7,2018,340052,4679915,6/14/2018,1/1/2018,164,178,192,206,220
8B9,2018,350818,4679160,6/14/2018,1/1/2018,164,178,192,206,220
8C1,2018,296636,4704239,6/7/2018,1/1/2018,157,171,185,199,213
8C10,2018,297661,4705743,6/5/2018,1/1/2018,155,169,183,197,211
8C11,2018,291147,4706510,6/5/2018,1/1/2018,155,169,183,197,211
8C2,2018,289841,4706147,6/7/2018,1/1/2018,157,171,185,199,213
8C3,2018,288741,4709390,6/7/2018,1/1/2018,157,171,185,199,213
8C4,2018,292001,4703506,6/7/2018,1/1/2018,157,171,185,199,213
8C5,2018,293995.218,4743906.676,6/7/2018,1/1/2018,157,171,185,199,213
8C6,2018,297166,4709167,6/7/2018,1/1/2018,157,171,185,199,213
8C7,2018,288951,4702629,6/7/2018,1/1/2018,157,171,185,199,213
8C8,2018,285423,4701952,6/7/2018,1/1/2018,157,171,185,199,213
8C9,2018,293106,4709985,6/7/2018,1/1/2018,157,171,185,199,213
8D1,2018,305237,4685863,6/8/2018,1/1/2018,158,172,186,200,214
8D10,2018,301136,4679839,6/5/2018,1/1/2018,155,169,183,197,211
8D11,2018,294707,4683073,6/5/2018,1/1/2018,155,169,183,197,211
8D12,2018,301296,4682678,6/5/2018,1/1/2018,155,169,183,197,211
8D2,2018,303558,4677806,6/8/2018,1/1/2018,158,172,186,200,214
8D3,2018,289896,4682332,6/8/2018,1/1/2018,158,172,186,200,214
8D4,2018,297792,4683048,6/8/2018,1/1/2018,158,172,186,200,214
8D5,2018,302366,4681374,6/8/2018,1/1/2018,158,172,186,200,214
8D6,2018,293295,4686569,6/8/2018,1/1/2018,158,172,186,200,214
8D7,2018,292700,4683635,6/8/2018,1/1/2018,158,172,186,200,214
8D8,2018,296917,4686009,6/8/2018,1/1/2018,158,172,186,200,214
8D9,2018,301699,4686377,6/8/2018,1/1/2018,158,172,186,200,214
9A1,2018,236656,4713171,6/4/2018,1/1/2018,154,168,182,196,210
9A10,2018,234412.664,4705739.19,6/4/2018,1/1/2018,154,168,182,196,210
9A2,2018,238801,4704327,6/4/2018,1/1/2018,154,168,182,196,210
9A3,2018,239646,4714360,6/4/2018,1/1/2018,154,168,182,196,210
9A4,2018,236448,4704330,6/4/2018,1/1/2018,154,168,182,196,210
9A5,2018,239342,4709925,6/4/2018,1/1/2018,154,168,182,196,210
9A6,2018,234067,4707287,6/4/2018,1/1/2018,154,168,182,196,210
9A7,2018,235578,4711029,6/4/2018,1/1/2018,154,168,182,196,210
9A8,2018,236891,4707629,6/4/2018,1/1/2018,154,168,182,196,210
9A9,2018,231430,4709578,6/4/2018,1/1/2018,154,168,182,196,210
9B1,2018,267842,4704988,6/5/2018,1/1/2018,155,169,183,197,211
9B2,2018,260873,4693309,6/5/2018,1/1/2018,155,169,183,197,211
9B3,2018,271741,4698231,6/5/2018,1/1/2018,155,169,183,197,211
9B4,2018,267028,4695854,6/5/2018,1/1/2018,155,169,183,197,211
9B5,2018,262026,4697668,6/5/2018,1/1/2018,155,169,183,197,211
9B6,2018,256342,4693538,6/5/2018,1/1/2018,155,169,183,197,211
9B7,2018,258033,4701612,6/5/2018,1/1/2018,155,169,183,197,211
9B8,2018,261743,4701240,6/5/2018,1/1/2018,155,169,183,197,211
9B9,2018,267139,4699852,6/5/2018,1/1/2018,155,169,183,197,211
9C1,2018,188230,4690612,6/11/2018,1/1/2018,161,175,189,203,217
9C2,2018,189839,4694616,6/11/2018,1/1/2018,161,175,189,203,217
9C3,2018,193162,4679899,6/11/2018,1/1/2018,161,175,189,203,217
9C4,2018,187461,4681808,6/11/2018,1/1/2018,161,175,189,203,217
9C5,2018,194458,4682314,6/11/2018,1/1/2018,161,175,189,203,217
9C6,2018,199374,4682711,6/11/2018,1/1/2018,161,175,189,203,217
9C7,2018,194223,4685435,6/11/2018,1/1/2018,161,175,189,203,217
9C8,2018,188401,4688207,6/11/2018,1/1/2018,161,175,189,203,217
9C9,2018,187141,4686786,6/11/2018,1/1/2018,161,175,189,203,217
9Cat1,2018,264676,4698440,6/4/2018,1/1/2018,154,168,182,196,210
9Cat2,2018,260279,4699341,6/4/2018,1/1/2018,154,168,182,196,210
9Cat3,2018,257500,4695079,6/4/2018,1/1/2018,154,168,182,196,210
9Cat4,2018,265266,4695407,6/4/2018,1/1/2018,154,168,182,196,210
9Cat5,2018,194724.412,4684058.024,6/11/2018,1/1/2018,161,175,189,203,217
9Cat6,2018,191715.09,4681190.79,6/11/2018,1/1/2018,161,175,189,203,217
9Cat7,2018,192092.768,4684880.63,6/11/2018,1/1/2018,161,175,189,203,217
9D1,2018,174776,4694629,6/13/2018,1/1/2018,163,177,191,205,219
9D11,2018,163889.612,4697662.638,6/11/2018,1/1/2018,161,175,189,203,217
9D2,2018,169447,4701651,6/13/2018,1/1/2018,163,177,191,205,219
9D3,2018,161935,4694027,6/13/2018,1/1/2018,163,177,191,205,219
9D4,2018,175291,4698345,6/13/2018,1/1/2018,163,177,191,205,219
9D5,2018,166172,4693488,6/13/2018,1/1/2018,163,177,191,205,219
9D6,2018,165245,4698951,6/13/2018,1/1/2018,163,177,191,205,219
9D7,2018,170014,4698084,6/13/2018,1/1/2018,163,177,191,205,219
9D8,2018,165555,4701347,6/13/2018,1/1/2018,163,177,191,205,219
9D9,2018,161040,4697484,6/13/2018,1/1/2018,163,177,191,205,219
