,sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,detection_history.o4,year,FID_allNY_,FID_allNY_10km
1621,4R95A,543918,4695811,1,0,1,NA,2019,10389,10390
1622,4R95B,546557,4692947,0,0,0,NA,2019,9835,9836
1623,4R96A,543510,4697332,0,0,0,NA,2019,10389,10390
1624,4R96B,544007,4698912,0,0,1,NA,2019,3988,3989
1625,61A,510765,4688802,0,1,0,NA,2019,12266,12267
1626,61B,508531,4689926,0,0,0,NA,2019,12538,12539
1627,62A,513498,4689994,0,0,0,NA,2019,12266,12267
1628,62B,512241,4691904,0,0,0,NA,2019,7229,7230
1944,65A,301109,4679701,0,0,1,NA,2019,2614,2615
1945,65B,302270,4678397,0,0,0,NA,2019,2431,2432
1946,72A,342840,4678730,NA,0,0,NA,2019,3880,3881
1947,72B,342876,4677270,0,0,0,NA,2019,3880,3881
1948,73A,346555,4678213,0,0,0,NA,2019,9857,9858
1949,73B,345828,4676737,1,1,1,NA,2019,3880,3881
1950,74A,350841,4679255,1,0,0,NA,2019,3194,3195
1951,74B,352729,4679041,0,1,0,NA,2019,2942,2943
1629,75A,471069,4692819,0,1,1,NA,2019,2331,2332
1630,75B,470487,4694771,0,0,1,NA,2019,2331,2332
1631,76A,474640,4693572,0,0,0,NA,2019,10759,10760
1632,76B,474755,4692202,0,1,0,NA,2019,10759,10760
1633,77A,508510,4693911,1,1,0,NA,2019,6657,6658
1634,77B,508345,4695992,0,0,0,NA,2019,1674,1675
1635,78A,514366,4694431,0,0,0,NA,2019,4409,4410
1636,78B,512797,4694802,0,0,0,NA,2019,7229,7230
1703,7R109A,460358,4700812,1,1,0,NA,2019,7207,7208
1704,7R109B,458929,4700109,1,0,1,NA,2019,3154,3155
1705,7R110A,464430,4703916,1,0,0,NA,2019,4644,4645
1706,7R110B,465001,4705285,0,1,0,NA,2019,4637,4638
1707,7R123,388806,4720484,0,1,1,NA,2019,6016,6017
1708,7R124,395222,4721096,0,1,1,NA,2019,808,809
1709,7R125,393594,4725120,0,0,0,NA,2019,5839,5840
1710,7R131A,461421,4706533,0,0,0,NA,2019,6601,6602
1711,7R131B,459296,4705670,0,0,0,NA,2019,2344,2345
1712,7R143A,428252,4708242,0,0,0,NA,2019,5915,5916
1713,7R143B,430648,4708802,0,0,1,NA,2019,5915,5916
1714,7R144A,459854,4710233,1,1,1,NA,2019,8164,8165
1715,7R144B,460454,4709003,0,0,0,NA,2019,8164,8165
1716,7R145A,464509,4708573,0,0,0,NA,2019,6093,6094
1717,7R145B,463361,4708343,0,1,0,NA,2019,6093,6094
1718,7R149,389765,4725746,0,1,1,NA,2019,5308,5309
1719,7R151A,425492,4714097,0,1,0,NA,2019,4766,4767
1720,7R151B,423816,4711927,1,0,0,NA,2019,3097,3098
1721,7R152A,428241,4712590,0,0,0,NA,2019,685,686
1722,7R152B,429500,4713465,1,1,0,NA,2019,685,686
1723,7R153A,464473,4712776,0,0,0,NA,2019,291,292
1724,7R153B,465395,4714561,0,0,0,NA,2019,12387,12388
1725,7R159A,424374,4717768,0,1,0,NA,2019,3735,3736
1726,7R159B,423798,4716254,0,0,0,NA,2019,8484,8485
1727,7R160A,428189,4716848,0,0,0,NA,2019,2346,2347
1728,7R160B,429328,4716459,0,0,0,NA,2019,2346,2347
1729,7R174A,393436,4739261,1,0,0,NA,2019,4950,4951
1730,7R175A,397690,4742219,0,0,0,NA,2019,6886,6887
1731,7R179A,402486,4740385,0,0,0,NA,2019,12108,12109
1732,7R180A,435571,4728420,0,0,0,NA,2019,2967,2968
1733,7R180B,436158,4727498,0,0,0,NA,2019,2967,2968
1734,7R181A,441681,4728470,0,0,0,NA,2019,6691,6692
1735,7R181B,441003,4727589,0,0,1,NA,2019,6691,6692
1736,7R184A,394159,4744961,0,0,0,NA,2019,2450,2451
1737,7R185A,435089,4732116,0,0,0,NA,2019,11200,11201
1738,7R185B,436346,4730924,0,0,1,NA,2019,11200,11201
1739,7R186A,442156,4733891,0,0,1,NA,2019,4266,4267
1740,7R186B,440817,4732416,0,0,0,NA,2019,6979,6980
1741,7R198,399203,4743167,0,0,0,NA,2019,9278,9279
1742,7R201A,467655,4739933,1,0,0,NA,2019,1525,1526
1743,7R201B,465921,4742073,0,0,0,NA,2019,2424,2425
1744,7R202A,471070,4741554,0,0,0,NA,2019,5448,5449
1745,7R202B,470399,4740801,0,1,0,NA,2019,5448,5449
1746,7R203A,475173,4741959,0,1,0,NA,2019,3161,3162
1747,7R203B,475407,4740115,0,0,NA,NA,2019,3161,3162
1748,7R206A,467316,4745798,0,0,0,NA,2019,12081,12082
1749,7R206B,468696,4745134,0,0,0,NA,2019,9789,9790
1750,7R207A,472717,4743726,0,0,1,NA,2019,7755,7756
1751,7R207B,472378,4745000,1,0,0,NA,2019,12803,12804
1752,7R208A,475260,4744879,0,0,0,NA,2019,7755,7756
1753,7R208B,475149,4745919,1,0,0,NA,2019,4031,4032
1754,7R209A,468660,4747865,0,1,0,NA,2019,12081,12082
1755,7R209B,466741,4749519,0,1,1,NA,2019,9371,9372
1756,7R210A,470970,4748724,0,0,0,NA,2019,5816,5817
1757,7R210B,471755,4747525,0,0,0,NA,2019,8926,8927
1758,7R214,445054,4755026,0,0,1,NA,2019,6322,6323
1759,7R215,448303,4756283,0,0,1,NA,2019,1368,1369
1760,7R226,444783,4759881,0,0,1,NA,2019,75,76
1761,7R228,447724,4760143,0,0,0,NA,2019,6039,6040
1762,7R229,452678,4760161,0,0,0,NA,2019,6320,6321
1763,7R230,457578,4760536,0,0,0,NA,2019,10047,10048
1764,7R24A,444295,4679540,0,1,1,NA,2019,7444,7445
1765,7R24B,444347,4677443,1,0,NA,NA,2019,94,95
1766,7R25A,448270,4678246,1,0,0,NA,2019,796,797
1767,7R25B,449110,4677360,1,0,1,NA,2019,796,797
1768,7R304A,389806,4791531,0,1,1,NA,2019,4524,4525
1769,7R304B,389060,4789576,0,1,1,NA,2019,7702,7703
1770,7R305A,395513,4791724,0,0,0,NA,2019,2681,2682
1771,7R305B,394517,4790199,1,0,0,NA,2019,2681,2682
1772,7R306A,399320,4790688,0,1,0,NA,2019,5744,5745
1773,7R306B,399444,4789513,0,0,1,NA,2019,6082,6083
1774,7R307A,390856,4795395,0,1,0,NA,2019,2912,2913
1775,7R307B,388544,4796542,0,1,0,NA,2019,8020,8021
1776,7R308A,395131,4795643,0,0,0,NA,2019,5751,5752
1777,7R308B,394031,4795393,0,0,1,NA,2019,5751,5752
1778,7R309A,397912,4794230,0,1,0,NA,2019,5998,5999
1779,7R309B,398510,4795080,1,0,0,NA,2019,5998,5999
1780,7R30A,443493,4681698,1,0,0,NA,2019,12780,12781
1781,7R30B,442851,4682831,0,0,0,NA,2019,8900,8901
1782,7R31A,447693,4682505,0,1,1,NA,2019,7370,7371
1783,7R31B,449546,4682779,0,0,0,NA,2019,7370,7371
1784,7R320A,402826,4690218,0,0,0,NA,2019,1786,1787
1785,7R320B,403075,4690054,0,0,1,NA,2019,5141,5142
1786,7R328A,366165,4681933,0,0,0,NA,2019,403,404
1787,7R328B,367190,4683307,0,0,0,NA,2019,6404,6405
1788,7R329A,370673,4682019,0,0,1,NA,2019,9727,9728
1789,7R329B,370709,4681010,0,NA,NA,NA,2019,9727,9728
1790,7R330A,374614,4682931,0,1,0,NA,2019,11669,11670
1791,7R330B,376047,4682338,0,0,0,NA,2019,11669,11670
1792,7R331A,376477,4686242,0,1,0,NA,2019,6996,6997
1793,7R331B,374611,4685299,0,0,0,NA,2019,11669,11670
1794,7R339A,423356,4709035,0,0,0,NA,2019,3018,3019
1795,7R339B,423547,4707876,0,0,0,NA,2019,3018,3019
1796,7R342,367213,4716953,0,1,1,NA,2019,4831,4832
1797,7R343,370849,4718382,1,0,0,NA,2019,5138,5139
1798,7R344,374222,4716785,0,1,1,NA,2019,3226,3227
1799,7R345,367053,4721526,0,1,1,NA,2019,249,250
1800,7R346,372031,4722756,0,0,0,NA,2019,12668,12669
1801,7R347,374559,4721361,0,0,0,NA,2019,10796,10797
1802,7R348,362070,4736431,0,1,1,NA,2019,6244,6245
1803,7R349,365341,4734946,0,0,0,NA,2019,5002,5003
1804,7R350,362014,4741003,0,1,0,NA,2019,7492,7493
1805,7R351,365878,4739873,0,0,0,NA,2019,10018,10019
1806,7R352,362991,4743035,0,0,0,NA,2019,2106,2107
1807,7R353,365775,4744806,0,0,1,NA,2019,6867,6868
1808,7R40A,366829,4687210,0,1,0,NA,2019,12862,12863
1809,7R40B,367790,4685583,1,1,1,NA,2019,12862,12863
1810,7R41A,371314,4687154,0,0,0,NA,2019,9448,9449
1811,7R41B,370260,4684575,0,0,0,NA,2019,10074,10075
1812,7R42A,445240,4686394,1,1,1,NA,2019,7195,7196
1813,7R42B,445496,4688064,0,0,0,NA,2019,7195,7196
1814,7R43A,449744,4687277,0,0,1,NA,2019,8467,8468
1815,7R43B,449886,4686033,0,0,0,NA,2019,8467,8468
1816,7R58A,404715,4689469,0,0,0,NA,2019,5141,5142
1817,7R58B,404785,4692102,0,0,0,NA,2019,10988,10989
1818,7R59A,421163,4688858,0,0,0,NA,2019,1686,1687
1819,7R59B,422924,4689156,0,0,0,NA,2019,8583,8584
1820,7R60A,425722,4690975,1,1,1,NA,2019,9737,9738
1821,7R60B,425906,4688612,0,0,1,NA,2019,7305,7306
1822,7R71A,401516,4694649,0,1,0,NA,2019,1696,1697
1823,7R71B,403580,4694736,0,0,0,NA,2019,10988,10989
1824,7R72A,405886,4693828,0,0,0,NA,2019,10988,10989
1825,7R72B,405413,4694930,0,0,0,NA,2019,10988,10989
1826,7R73A,420192,4695565,1,0,1,NA,2019,5642,5643
1827,7R73B,420131,4694327,0,0,0,NA,2019,3437,3438
1828,7R74A,424354,4693416,0,0,0,NA,2019,4231,4232
1829,7R74B,425757,4695380,0,0,0,NA,2019,5328,5329
1830,7R87A,402583,4696600,0,1,1,NA,2019,9575,9576
1831,7R87B,401904,4698552,1,0,0,NA,2019,1546,1547
1832,7R88A,406527,4698248,0,1,0,NA,2019,3859,3860
1833,7R88B,404941,4698845,1,0,1,NA,2019,1685,1686
1834,7R89A,421178,4698182,0,0,1,NA,2019,3716,3717
1835,7R89B,419314,4698774,0,0,0,NA,2019,3716,3717
1836,7R90A,424223,4698205,0,1,0,NA,2019,7012,7013
1837,7R90B,425502,4699282,0,0,0,NA,2019,3788,3789
1952,8R44A,297124,4674740,0,1,0,NA,2019,11951,11952
1953,8R44B,298108,4676716,0,0,0,NA,2019,10226,10227
1954,8R45A,301511,4674069,0,0,0,NA,2019,4133,4134
1955,8R45B,301416,4675378,0,0,0,NA,2019,4133,4134
1956,8R95A,297526,4682648,0,0,0,NA,2019,2047,2048
1957,8R95B,299013,4682113,0,0,0,NA,2019,2614,2615
1958,8R96A,300890,4681742,0,0,1,NA,2019,2614,2615
1959,8R96B,301861,4681033,0,0,1,NA,2019,11152,11153
1637,91A,470023,4698146,0,0,0,NA,2019,7100,7101
1638,91B,472175,4697692,0,0,0,NA,2019,12115,12116
1639,92A,475378,4699347,0,0,0,NA,2019,6417,6418
1640,92B,477099,4698395,0,0,0,NA,2019,10974,10975
1641,93A,513903,4699215,0,0,0,NA,2019,11106,11107
1642,93B,515799,4698893,0,0,0,NA,2019,11106,11107
1643,94A,540863,4698562,0,0,0,NA,2019,7394,7395
1644,94B,542144,4699679,0,1,0,NA,2019,3988,3989
1960,99A,332487,4682591,1,0,0,NA,2019,1848,1849
1961,99B,333884,4683135,0,0,0,NA,2019,10713,10714
1962,9R100A,208712,4702290,1,0,0,NA,2019,2954,2955
1963,9R100B,207654,4700910,0,0,0,NA,2019,1560,1561
1964,9R101A,261925,4701352,0,0,0,NA,2019,5091,5092
1965,9R101B,260740,4701305,0,0,0,NA,2019,5091,5092
1966,9R102A,264433,4700484,0,0,0,NA,2019,11909,11910
1967,9R102B,266709,4700043,0,0,0,NA,2019,11909,11910
1968,9R104A,239682,4714425,0,0,0,NA,2019,6183,6184
1969,9R104B,239967,4713380,0,0,0,NA,2019,10223,10224
1970,9R115A,204462,4706114,0,0,0,NA,2019,7319,7320
1971,9R115B,203713,4707355,0,0,0,NA,2019,7319,7320
1972,9R116A,207326,4705169,0,0,0,NA,2019,10421,10422
1973,9R116B,208699,4705310,0,0,0,NA,2019,10421,10422
1974,9R117A,234565,4705748,0,0,0,NA,2019,10571,10572
1975,9R117B,233963,4704087,0,0,0,NA,2019,6341,6342
1976,9R118A,238796,4704322,0,0,NA,NA,2019,10772,10773
1977,9R118B,238486,4706986,0,0,NA,NA,2019,9271,9272
1978,9R119A,262537,4704959,1,0,0,NA,2019,2791,2792
1979,9R119B,264273,4706242,0,0,1,NA,2019,7127,7128
1980,9R11A,143396,4674522,0,0,0,NA,2019,1451,1452
1981,9R11B,142731,4673584,0,0,0,NA,2019,1451,1452
1982,9R120A,267883,4704927,0,0,0,NA,2019,6715,6716
1983,9R120B,267106,4705973,0,0,NA,NA,2019,6715,6716
1984,9R12A,146582,4674872,0,0,0,NA,2019,4303,4304
1985,9R12B,147496,4673780,0,0,1,NA,2019,3273,3274
1986,9R133A,205424,4709953,0,0,0,NA,2019,8189,8190
1987,9R133B,205813,4711288,0,0,0,NA,2019,105,106
1988,9R134A,208068,4709663,0,0,0,NA,2019,8557,8558
1989,9R134B,210079,4710368,0,0,0,NA,2019,406,407
1990,9R135A,236145,4711042,0,0,0,NA,2019,10097,10098
1991,9R135B,235613,4709837,0,NA,0,NA,2019,5358,5359
1992,9R136A,239387,4709920,0,0,NA,NA,2019,9411,9412
1993,9R136B,240604,4710449,0,0,NA,NA,2019,9411,9412
1994,9R137A,263691,4708815,0,0,0,NA,2019,3496,3497
1995,9R137B,263031,4710842,0,0,0,NA,2019,1139,1140
1996,9R148A,236666,4713142,0,0,1,NA,2019,10097,10098
1997,9R148B,234032,4713672,0,NA,0,NA,2019,5669,5670
1998,9R17A,138682,4678649,0,NA,0,NA,2019,12237,12238
1999,9R17B,138868,4680002,0,0,0,NA,2019,3994,3995
2000,9R18A,142938,4679417,0,0,1,NA,2019,6113,6114
2001,9R18B,144297,4678310,1,0,1,NA,2019,3781,3782
2002,9R19A,145967,4679204,0,0,0,NA,2019,353,354
2003,9R19B,145620,4677393,1,0,1,NA,2019,3781,3782
2004,9R1A,225081,4664645,0,0,0,NA,2019,11642,11643
2005,9R1B,222725,4664426,0,0,0,NA,2019,11642,11643
2006,9R269A,153777,4712373,1,1,1,NA,2019,10353,10354
2007,9R273A,157944,4714363,0,1,1,NA,2019,10459,10460
2008,9R274A,161932,4713733,0,NA,1,NA,2019,6141,6142
2009,9R275A,162147,4716028,1,0,1,NA,2019,723,724
2010,9R278A,201459,4722270,0,1,0,NA,2019,2083,2084
2011,9R279A,204070,4720651,0,0,0,NA,2019,9934,9935
2012,9R283A,200571,4724042,0,0,1,NA,2019,6772,6773
2013,9R284A,205133,4725472,0,1,0,NA,2019,3085,3086
2014,9R290A,201640,4730053,0,0,NA,NA,2019,1289,1290
2015,9R291A,204411,4728181,0,1,NA,NA,2019,5315,5316
2016,9R296A,228377,4735992,0,0,0,NA,2019,12826,12827
2017,9R297A,228201,4740311,0,NA,NA,NA,2019,3989,3990
2018,9R298A,222397,4743368,NA,0,0,NA,2019,5142,5143
2019,9R299A,228178,4743249,0,0,0,NA,2019,452,453
2020,9R2A,228209,4663651,0,1,1,NA,2019,8784,8785
2021,9R2B,225916,4663084,0,0,0,NA,2019,5456,5457
2022,9R300A,222656,4749056,0,0,0,NA,2019,4691,4692
2023,9R301A,226881,4747885,0,0,0,NA,2019,675,676
2024,9R302A,219443,4752339,0,0,1,NA,2019,9023,9024
2025,9R303A,223406,4752445,0,0,1,NA,2019,9598,9599
2026,9R335A,258828,4701531,0,0,0,NA,2019,11825,11826
2027,9R335B,257744,4701820,0,0,0,NA,2019,11825,11826
2028,9R336A,139262,4684256,1,1,0,NA,2019,7459,7460
2029,9R336B,139187,4683235,0,0,0,NA,2019,7459,7460
2030,9R340A,165301,4713631,0,1,0,NA,2019,3442,3443
2031,9R34A,119469,4686626,0,NA,0,NA,2019,741,742
2032,9R34B,119994,4685402,1,NA,0,NA,2019,11855,11856
2033,9R354A,165791,4709241,0,1,0,NA,2019,7893,7894
2034,9R35A,122651,4685754,0,0,0,NA,2019,8703,8704
2035,9R35B,121446,4684609,0,0,0,NA,2019,234,235
2036,9R36A,126057,4686423,0,0,0,NA,2019,6801,6802
2037,9R36B,127708,4685204,1,0,0,NA,2019,882,883
2038,9R3A,222356,4668165,0,0,0,NA,2019,12530,12531
2039,9R3B,222992,4666036,0,0,0,NA,2019,11642,11643
2040,9R46A,118933,4691079,1,1,1,NA,2019,8740,8741
2041,9R46B,117733,4691632,0,1,0,NA,2019,7218,7219
2042,9R47A,123042,4691061,0,0,0,NA,2019,11189,11190
2043,9R47B,121893,4690287,0,1,0,NA,2019,11189,11190
2044,9R48A,125838,4691419,0,1,0,NA,2019,7209,7210
2045,9R48B,126807,4691912,0,0,0,NA,2019,3814,3815
2046,9R49A,167915,4690127,0,0,0,NA,2019,10685,10686
2047,9R49B,167926,4691744,0,0,0,NA,2019,10685,10686
2048,9R4A,227206,4666401,0,0,0,NA,2019,8784,8785
2049,9R4B,228629,4666385,0,0,0,NA,2019,8784,8785
2050,9R50A,171771,4689352,0,0,0,NA,2019,4178,4179
2051,9R50B,174280,4689981,0,0,0,NA,2019,654,655
2052,9R51A,224701,4691982,1,0,0,NA,2019,3042,3043
2053,9R51B,223240,4691686,0,0,1,NA,2019,4620,4621
2054,9R52A,229383,4691414,0,0,NA,NA,2019,3130,3131
2055,9R52B,229482,4689898,0,0,0,NA,2019,3130,3131
2056,9R53A,250972,4689164,0,0,0,NA,2019,1542,1543
2057,9R53B,249727,4691517,0,0,0,NA,2019,1542,1543
2058,9R54A,255344,4689215,0,0,0,NA,2019,10968,10969
2059,9R54B,255142,4690188,0,0,0,NA,2019,10968,10969
2060,9R63A,169821,4695212,0,0,0,NA,2019,10737,10738
2061,9R63B,168777,4694279,0,1,0,NA,2019,1428,1429
2062,9R64A,174643,4694717,0,0,0,NA,2019,434,435
2063,9R64B,175305,4695978,0,1,0,NA,2019,9867,9868
2064,9R65A,185038,4692337,0,0,0,NA,2019,2325,2326
2065,9R65B,185824,4693260,0,0,0,NA,2019,2325,2326
2066,9R66A,189837,4694663,0,0,0,NA,2019,7293,7294
2067,9R66B,187823,4692816,0,0,0,NA,2019,7293,7294
2068,9R67A,225465,4695572,0,0,1,NA,2019,8030,8031
2069,9R67B,224554,4696025,1,0,1,NA,2019,8030,8031
2070,9R68A,226179,4693923,0,0,0,NA,2019,6820,6821
2071,9R68B,228578,4695183,0,0,0,NA,2019,874,875
2072,9R69A,251831,4695934,0,0,1,NA,2019,7428,7429
2073,9R69B,249771,4695839,0,0,0,NA,2019,3050,3051
2074,9R6A,224472,4672547,0,0,0,NA,2019,11665,11666
2075,9R6B,224683,4670339,0,0,0,NA,2019,11665,11666
2076,9R70A,255512,4695018,0,0,1,NA,2019,9392,9393
2077,9R70B,256709,4693467,0,NA,NA,NA,2019,1668,1669
2078,9R79A,170075,4698114,0,0,0,NA,2019,10737,10738
2079,9R79B,168323,4699629,0,0,0,NA,2019,11270,11271
2080,9R7A,227709,4671729,0,0,0,NA,2019,7356,7357
2081,9R7B,226478,4671104,0,0,0,NA,2019,7356,7357
2082,9R80A,175113,4698363,0,0,0,NA,2019,847,848
2083,9R80B,172976,4697705,0,0,0,NA,2019,11051,11052
2084,9R81A,181151,4696754,0,1,NA,NA,2019,11006,11007
2085,9R81B,179236,4696211,0,0,NA,NA,2019,11006,11007
2086,9R82A,184345,4697925,0,0,0,NA,2019,7376,7377
2087,9R82B,185058,4696688,0,0,0,NA,2019,4918,4919
2088,9R83A,223860,4698547,0,0,NA,NA,2019,7842,7843
2089,9R83B,225131,4696984,0,0,NA,NA,2019,8030,8031
2090,9R84A,226186,4698766,0,0,NA,NA,2019,2429,2430
2091,9R84B,227671,4699592,0,0,NA,NA,2019,2429,2430
2092,9R85A,250541,4699341,0,1,NA,NA,2019,3462,3463
2093,9R85B,249893,4697014,0,1,0,NA,2019,3050,3051
2094,9R86A,253538,4699902,0,1,0,NA,2019,151,152
2095,9R86B,253344,4697732,0,0,0,NA,2019,7428,7429
2096,9R97A,181620,4702430,0,0,0,NA,2019,3371,3372
2097,9R97B,180841,4700447,NA,0,0,NA,2019,602,603
2098,9R98A,184765,4702005,0,0,NA,NA,2019,5857,5858
2099,9R98B,183801,4703468,0,0,0,NA,2019,3371,3372
2100,9R99A,204919,4702067,1,1,0,NA,2019,8150,8151
2101,9R99B,203290,4701901,1,0,0,NA,2019,4149,4150
2332,4R111A,470525,4700687,0,0,0,NA,2020,7100,7101
2333,4R111B,471245,4703336,0,1,0,NA,2020,11097,11098
2328,4R112A,474257,4700277,1,0,0,NA,2020,6417,6418
2329,4R112B,476221,4702233,0,1,0,NA,2020,3972,3973
2260,4R113A,541415,4702456,0,0,NA,NA,2020,574,575
2261,4R113B,540660,4701354,0,0,0,NA,2020,574,575
2267,4R114A,543721,4702094,0,0,0,NA,2020,4379,4380
2266,4R114B,543735,4700116,0,1,0,NA,2020,3988,3989
2269,4R132A,539992,4704397,0,0,0,NA,2020,574,575
2268,4R132B,541730,4703875,0,0,1,NA,2020,574,575
2310,4R146A,519385,4708519,0,0,1,NA,2020,9609,9610
2311,4R146B,516816,4710228,1,0,1,NA,2020,9609,9610
2312,4R147A,520207,4708689,0,1,1,NA,2020,8851,8852
2313,4R147B,522435,4710737,0,0,0,NA,2020,8851,8852
2326,4R154A,477038,4713464,0,0,0,NA,2020,10533,10534
2327,4R154B,475639,4715141,0,0,0,NA,2020,11043,11044
2320,4R155A,531059,4696840,0,0,0,NA,2020,8037,8038
2321,4R155B,479001,4713158,0,0,0,NA,2020,5699,5700
2314,4R156A,517355,4713472,1,0,0,NA,2020,3382,3383
2315,4R156B,519294,4713701,0,0,1,NA,2020,3382,3383
2316,4R157A,521135,4713397,0,0,0,NA,2020,9338,9339
2317,4R157B,522659,4715398,0,0,0,NA,2020,6312,6313
2290,4R15A,481073,4674519,0,1,0,NA,2020,5803,5804
2291,4R15B,480643,4676354,0,0,0,NA,2020,3639,3640
2330,4R161A,473817,4716837,0,0,0,NA,2020,4998,4999
2331,4R161B,475493,4716566,0,0,0,NA,2020,4998,4999
2318,4R162A,479735,4717625,1,0,0,NA,2020,881,882
2319,4R162B,479961,4719284,0,0,0,NA,2020,881,882
2322,4R163A,483173,4716628,1,0,0,NA,2020,11049,11050
2323,4R163B,483199,4715979,0,0,1,NA,2020,11049,11050
2350,4R164A,499169,4716971,0,0,NA,NA,2020,1012,1013
2351,4R164B,499723,4715548,0,0,0,NA,2020,1012,1013
2352,4R165A,501240,4717194,0,0,0,NA,2020,6351,6352
2353,4R165B,500730,4718480,0,0,0,NA,2020,11286,11287
2303,4R166A,517346,4716453,1,0,0,NA,2020,3173,3174
2302,4R166B,518252,4715535,0,1,1,NA,2020,3173,3174
2305,4R167A,523440,4717271,0,0,0,NA,2020,6690,6691
2304,4R167B,520617,4716932,0,1,0,NA,2020,6312,6313
2300,4R16A,481873,4674157,0,0,1,NA,2020,5803,5804
2301,4R16B,531061,4696834,0,0,0,NA,2020,8037,8038
2324,4R171A,479447,4721558,0,0,0,NA,2020,11231,11232
2325,4R171B,479887,4720333,0,0,1,NA,2020,11231,11232
2354,4R172A,497964,4721424,1,0,1,NA,2020,437,438
2355,4R172B,497819,4722949,0,0,0,NA,2020,437,438
2356,4R173A,502538,4721208,0,0,0,NA,2020,10879,10880
2357,4R173B,500884,4720987,0,0,0,NA,2020,10879,10880
2342,4R177A,498667,4725260,0,0,0,NA,2020,5757,5758
2343,4R177B,500333,4724333,0,0,0,NA,2020,5757,5758
2344,4R178A,502786,4726104,0,0,0,NA,2020,2380,2381
2345,4R178B,504366,4725398,0,0,1,NA,2020,150,151
2307,4R182A,521346,4728809,0,0,0,NA,2020,11973,11974
2306,4R182B,523038,4728134,0,0,0,NA,2020,12243,12244
2308,4R183A,524513,4727585,0,0,0,NA,2020,12243,12244
2309,4R183B,526528,4728602,0,0,1,NA,2020,11183,11184
2347,4R187A,482106,4733423,0,0,0,NA,2020,3956,3957
2346,4R187B,483676,4731954,0,0,0,NA,2020,4240,4241
2349,4R188A,485907,4733480,0,0,0,NA,2020,1041,1042
2348,4R188B,487804,4731704,1,0,1,NA,2020,3150,3151
2362,4R189A,521827,4733379,0,1,0,NA,2020,7623,7624
2363,4R189B,522371,4731007,0,0,0,NA,2020,1115,1116
2360,4R190A,526202,4732526,0,1,0,NA,2020,4020,4021
2361,4R190B,525610,4733881,0,0,0,NA,2020,5620,5621
2336,4R194A,482859,4736431,0,0,0,NA,2020,6209,6210
2337,4R194B,482798,4735238,0,0,0,NA,2020,3956,3957
2338,4R195A,486134,4736475,1,0,0,NA,2020,12083,12084
2341,4R195B,485228,4737140,1,1,0,NA,2020,12083,12084
2358,4R196A,522760,4736657,0,0,0,NA,2020,7897,7898
2359,4R196B,520656,4736931,0,0,0,NA,2020,7897,7898
2364,4R197A,524804,4737801,0,0,0,NA,2020,281,282
2365,4R197B,524107,4736289,0,0,0,NA,2020,281,282
2334,4R204A,483782,4741167,0,0,0,NA,2020,5977,5978
2335,4R204B,483585,4738667,0,1,0,NA,2020,6209,6210
2339,4R205A,485512,4740298,0,0,0,NA,2020,9735,9736
2340,4R205B,485225,4741926,0,0,0,NA,2020,9735,9736
2280,4R310A,455665,4668382,0,0,0,NA,2020,8121,8122
2281,4R310B,457918,4665813,0,0,0,NA,2020,4689,4690
2278,4R311A,460267,4665211,0,0,0,NA,2020,7634,7635
2279,4R311B,461156,4666198,0,0,0,NA,2020,7634,7635
2288,4R312A,463406,4668821,0,0,0,NA,2020,2004,2005
2289,4R312B,463727,4665684,0,0,1,NA,2020,3527,3528
2282,4R313A,456987,4672344,1,0,1,NA,2020,431,432
2283,4R313B,455511,4669384,0,0,0,NA,2020,8121,8122
2284,4R314A,458310,4671927,0,0,0,NA,2020,431,432
2285,4R314B,460464,4672696,0,0,1,NA,2020,230,231
2286,4R315A,463349,4671912,0,0,0,NA,2020,9447,9448
2287,4R315B,461894,4670726,0,0,0,NA,2020,230,231
2292,4R316A,478291,4680462,1,0,0,NA,2020,2303,2304
2293,4R316B,479411,4679236,0,0,0,NA,2020,10256,10257
2298,4R317A,482604,4677266,0,0,0,NA,2020,8024,8025
2299,4R317B,481266,4678918,0,0,1,NA,2020,3639,3640
2244,4R318A,493438,4687590,0,0,0,NA,2020,7484,7485
2245,4R318B,494428,4687302,0,0,0,NA,2020,7484,7485
2252,4R319A,510129,4686753,0,0,1,NA,2020,9903,9904
2253,4R319B,508967,4686427,0,0,0,NA,2020,9903,9904
2296,4R32A,491817,4683234,0,0,0,NA,2020,12280,12281
2297,4R32B,492623,4683914,0,0,0,NA,2020,12280,12281
2243,4R338A,499028,4682804,0,0,0,NA,2020,7521,7522
2242,4R338B,500470,4683901,1,0,0,NA,2020,7521,7522
2238,4R33A,495455,4682474,1,0,1,NA,2020,12905,12906
2239,4R33B,495757,4681307,0,0,0,NA,2020,417,418
2294,4R44A,491363,4686308,0,0,0,NA,2020,9630,9631
2295,4R44B,492338,4685816,1,0,0,NA,2020,7484,7485
2240,4R45A,499540,4688124,0,0,0,NA,2020,10456,10457
2241,4R45B,499956,4685894,1,0,0,NA,2020,10456,10457
2250,4R61A,510757,4688802,1,1,1,NA,2020,12266,12267
2251,4R61B,509831,4691672,0,0,1,NA,2020,12538,12539
2247,4R62A,514347,4688797,0,0,0,NA,2020,593,594
2246,4R62B,512347,4691739,NA,0,0,NA,2020,12266,12267
2270,4R75A,471079,4692789,0,0,1,NA,2020,2331,2332
