FID,Station,o1,o2,o3,o4,o5,year,utm_x,utm_y,FID_allNY_,FID_allNY_10km
186,4D10,0,0,1,1,1,2018,463301,4671603,9447,9448
179,4D11,1,1,0,0,1,2018,463504,4668978,2004,2005
184,4D12,1,1,1,1,1,2018,467420,4670299,7043,7044
172,4D13,1,1,1,1,1,2018,468574,4667142,3791,3792
180,4D2,1,1,1,0,0,2018,469322,4669662,7317,7318
195,4D3,1,0,1,1,0,2018,461107,4672536,230,231
168,4D4,1,1,1,1,0,2018,468715,4663611,10153,10154
187,4D5,0,0,0,0,1,2018,470718,4671711,7317,7318
190,4D6,0,0,0,1,0,2018,468521,4672098,7043,7044
173,4D7,0,1,1,NA,0,2018,471484,4667808,7530,7531
197,4D8,0,1,1,0,0,2018,471548,4673916,3892,3893
204,4D9,1,0,0,0,NA,2018,463693,4675284,8060,8061
643,7A1,NA,0,0,0,0,2018,421003.692,4717179.558,12361,12362
609,7A10,1,0,0,0,0,2018,428234,4712611,685,686
633,7A11,0,0,0,0,0,2018,418555,4716172,9729,9730
605,7A12,0,0,0,0,0,2018,420801,4712549,12519,12520
598,7A13,0,0,0,0,0,2018,423817,4711558.566,3097,3098
558,7A2,NA,0,0,0,0,2018,428212.88,4708217.053,5915,5916
623,7A3,0,0,0,0,0,2018,425483.299,4714131.567,4766,4767
597,7A4,0,0,0,0,0,2018,418392.912,4711434.801,2886,2887
564,7A5,0,0,NA,0,NA,2018,432241.906,4708620.878,6981,6982
625,7A6,0,0,0,0,0,2018,416293.07,4714347.249,9729,9730
654,7A7,0,0,0,0,0,2018,424292.242,4717809.249,3735,3736
651,7A8,0,0,0,0,0,2018,428224.808,4717323.257,12129,12130
575,7A9,0,0,0,0,NA,2018,422968.406,4709383.644,3018,3019
490,7B1,0,0,0,0,0,2018,430011.799,4699203.645,2484,2485
397,7B10,0,0,0,0,0,2018,425747,4690945,9737,9738
452,7B11,0,0,0,0,0,2018,428356,4695846,7612,7613
437,7B12,0,0,0,0,0,2018,426907,4694825,7454,7455
439,7B13,0,0,0,0,0,2018,422362,4694893,4231,4232
462,7B2,0,NA,0,0,0,2018,430816.631,4697418.835,7612,7613
412,7B3,0,0,0,0,0,2018,424355.606,4693376.918,4231,4232
408,7B4,0,0,0,0,0,2018,427646.948,4693231.049,7454,7455
434,7B5,0,0,0,0,0,2018,430213.071,4694648.611,11175,11176
455,7B6,0,0,0,0,0,2018,424795.836,4696037.39,4423,4424
449,7B7,0,0,0,0,0,2018,420264.05,4695532.359,5642,5643
459,7B8,0,0,0,0,0,2018,422010.678,4697178.436,4423,4424
493,7B9,0,0,0,0,0,2018,425488.439,4699250.453,3788,3789
422,7C1,0,0,0,0,0,2018,363842.369,4693626.658,4960,4961
399,7C2,0,0,0,0,0,2018,364122.078,4691066.327,4108,4109
390,7C3,NA,0,0,0,0,2018,366913.615,4690568.383,238,239
274,7C4,0,0,0,0,0,2018,370626.744,4681945.877,9727,9728
372,7C5,0,0,0,0,0,2018,366765.808,4687127.719,12862,12863
331,7C6,0,0,0,0,0,2018,361938.627,4684777.322,6756,6757
366,7C7,1,0,0,1,1,2018,360824.324,4686798.84,2299,2300
373,7C8,0,0,0,0,0,2018,371299.731,4687154.083,9448,9449
404,7C9,0,0,0,0,0,2018,359138.81,4693164.364,12151,12152
403,7Cat1,0,0,0,0,0,2018,361438,4692788,12151,12152
389,7Cat2,0,1,0,0,0,2018,360020,4690409,1358,1359
385,7Cat3,0,0,0,NA,0,2018,363024,4689286,4108,4109
345,7Cat4,1,1,0,1,0,2018,364625,4685844,696,697
305,7Cat5,0,1,0,1,0,2018,442763,4683029,8900,8901
239,7Cat6,0,0,0,1,1,2018,443269,4679494,12780,12781
216,7Cat8,0,1,0,0,0,2018,445620,4677940,94,95
234,7D1,0,0,0,0,0,2018,440202.109,4678898.816,3412,3413
371,7D2,0,0,0,0,0,2018,447521.014,4686946.372,8467,8468
218,7D3,0,0,1,1,0,2018,448280.265,4678168.472,796,797
249,7D4,0,0,0,0,0,2018,451840.946,4680141.887,7452,7453
273,7D5,1,0,1,0,1,2018,446411.004,4681846.837,7444,7445
260,7D6,1,1,0,0,0,2018,444345.479,4681307.698,7444,7445
320,7D7,1,1,0,1,0,2018,443873.862,4684198.556,8900,8901
294,7D8,0,0,NA,NA,0,2018,451115.777,4682589.783,5883,5884
226,7D9,1,0,0,0,0,2018,445644.086,4678632.53,94,95
282,8A1,0,0,0,0,0,2018,328540,4682057,12093,12094
362,8A10,0,1,0,1,0,2018,328574,4686654,2879,2880
265,8A11,0,0,0,0,0,2018,328437,4681619,12093,12094
327,8A12,0,0,0,0,0,2018,332566,4684432,1848,1849
267,8A13,0,0,1,0,0,2018,335265,4681721,12891,12892
253,8A2,0,0,1,0,0,2018,328983,4680479,12093,12094
286,8A3,1,1,1,0,0,2018,333339,4682325,10713,10714
354,8A4,0,0,0,0,0,2018,326454,4686155,6306,6307
325,8A5,0,0,0,0,0,2018,331195,4684301,1848,1849
330,8A6,0,0,0,0,0,2018,333101,4684689,1848,1849
224,8A7,0,0,0,0,0,2018,335503,4678251,4055,4056
382,8A8,1,0,0,0,0,2018,328399.648,4689259.801,4554,4555
303,8A9,0,0,0,0,1,2018,335422,4683022,10713,10714
312,8B1,0,0,0,0,0,2018,340575,4683144,4395,4396
209,8B11,0,1,1,1,1,2018,341849,4677014,8177,8178
207,8B2,0,0,0,0,0,2018,351513.605,4675325.527,368,369
220,8B3,NA,NA,0,0,0,2018,346536,4678227,9857,9858
338,8B4,0,0,0,0,0,2018,347290,4685295,7314,7315
230,8B5,0,0,0,0,0,2018,342724,4678764,8177,8178
279,8B6,0,0,0,0,0,2018,346897,4681993,7807,7808
248,8B7,0,1,1,1,1,2018,340052,4679915,110,111
236,8B9,0,0,0,0,0,2018,350818,4679160,3194,3195
525,8C1,0,0,0,0,0,2018,296636,4704239,11520,11521
542,8C10,0,0,1,0,1,2018,297661,4705743,347,348
549,8C11,1,1,1,1,1,2018,291147,4706510,12838,12839
545,8C2,0,1,0,0,0,2018,289841,4706147,12838,12839
577,8C3,1,1,0,1,0,2018,288741,4709390,3578,3579
522,8C4,0,0,0,0,1,2018,292001,4703506,7113,7114
673,8C5,0,0,0,0,1,2018,293995.218,4743906.676,558,559
571,8C6,1,0,0,0,0,2018,297166,4709167,11249,11250
520,8C7,0,1,0,0,0,2018,288951,4702629,6948,6949
516,8C8,0,0,0,0,0,2018,285423,4701952,5847,5848
585,8C9,0,0,0,0,0,2018,293106,4709985,9092,9093
348,8D1,0,0,0,0,0,2018,305237,4685863,4710,4711
242,8D10,1,1,1,1,1,2018,301136,4679839,2614,2615
310,8D11,1,1,1,1,1,2018,294707,4683073,10523,10524
296,8D12,0,0,0,0,0,2018,301296,4682678,4197,4198
212,8D2,0,0,0,0,0,2018,303558,4677806,2431,2432
288,8D3,1,1,0,0,1,2018,289896,4682332,2250,2251
308,8D4,1,0,0,0,0,2018,297792,4683048,2047,2048
263,8D5,0,0,0,0,1,2018,302366,4681374,11152,11153
360,8D6,1,1,1,1,0,2018,293295,4686569,436,437
317,8D7,1,1,1,1,1,2018,292700,4683635,10523,10524
350,8D8,0,0,1,0,1,2018,296917,4686009,2847,2848
357,8D9,0,1,0,0,0,2018,301699,4686377,11174,11175
616,9A1,0,0,0,0,0,2018,236656,4713171,10097,10098
540,9A10,0,0,0,NA,0,2018,234412.664,4705739.19,10571,10572
530,9A2,0,0,0,0,0,2018,238801,4704327,10772,10773
628,9A3,0,NA,0,0,0,2018,239646,4714360,6183,6184
532,9A4,0,0,0,0,0,2018,236448,4704330,11368,11369
583,9A5,0,0,0,0,0,2018,239342,4709925,9411,9412
552,9A6,0,0,0,0,0,2018,234067,4707287,10571,10572
591,9A7,0,0,0,0,0,2018,235578,4711029,10097,10098
554,9A8,0,0,0,0,0,2018,236891,4707629,5358,5359
579,9A9,0,0,0,0,0,2018,231430,4709578,11968,11969
535,9B1,0,0,0,0,0,2018,267842,4704988,6715,6716
411,9B2,0,0,0,1,1,2018,260873,4693309,11774,11775
478,9B3,0,0,0,0,1,2018,271741,4698231,2566,2567
454,9B4,1,1,0,1,1,2018,267028,4695854,199,200
472,9B5,1,0,0,0,0,2018,262026,4697668,1433,1434
420,9B6,0,1,0,1,0,2018,256342,4693538,1668,1669
510,9B7,0,1,0,0,NA,2018,258033,4701612,11825,11826
504,9B8,0,0,0,0,0,2018,261743,4701240,8426,8427
501,9B9,0,1,1,0,0,2018,267139,4699852,5468,5469
393,9C1,0,0,0,0,0,2018,188230,4690612,9682,9683
428,9C2,0,0,0,0,0,2018,189839,4694616,7293,7294
245,9C3,0,0,1,0,0,2018,193162,4679899,3705,3706
271,9C4,1,1,0,0,0,2018,187461,4681808,11601,11602
284,9C5,0,1,0,0,1,2018,194458,4682314,3280,3281
298,9C6,0,0,0,NA,0,2018,199374,4682711,10583,10584
342,9C7,0,0,0,0,1,2018,194223,4685435,3280,3281
379,9C8,0,0,0,0,0,2018,188401,4688207,2143,2144
364,9C9,0,0,0,0,0,2018,187141,4686786,12837,12838
483,9Cat1,1,1,1,1,1,2018,264676,4698440,11909,11910
498,9Cat2,0,1,0,1,1,2018,260279,4699341,2137,2138
441,9Cat3,1,1,1,0,1,2018,257500,4695079,2483,2484
446,9Cat4,0,1,0,0,0,2018,265266,4695407,7850,7851
319,9Cat5,0,0,0,0,1,2018,194724.412,4684058.024,3280,3281
256,9Cat6,0,0,1,1,0,2018,191715.09,4681190.79,3705,3706
336,9Cat7,1,1,1,0,0,2018,192092.768,4684880.63,11808,11809
431,9D1,0,0,0,1,0,2018,174776,4694629,434,435
470,9D11,0,0,0,0,0,2018,163889.612,4697662.638,3908,3909
514,9D2,0,0,0,0,0,2018,169447,4701651,324,325
425,9D3,0,0,0,0,0,2018,161935,4694027,8342,8343
481,9D4,0,0,0,0,0,2018,175291,4698345,4010,4011
416,9D5,0,0,0,0,0,2018,166172,4693488,1428,1429
486,9D6,0,0,0,0,0,2018,165245,4698951,1585,1586
474,9D7,0,0,0,0,0,2018,170014,4698084,10737,10738
507,9D8,0,1,0,0,0,2018,165555,4701347,11141,11142
465,9D9,0,0,0,1,0,2018,161040,4697484,9404,9405
